transaction_id,estate,phase,block,unit,floor,saleable_area_sqft,price_hkd,price_per_sqft_hkd_reference_only,sale_date,source_url,notes
1546,taikoo_shing,5,12,C,3,897,13900000,15496,2022-04-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1547,taikoo_shing,5,12,E,3,922,15320000,16616,2018-02-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1548,taikoo_shing,5,12,C,4,897,16500000,18395,2021-07-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1549,taikoo_shing,5,12,D,4,922,13900000,15076,2018-01-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1550,taikoo_shing,5,12,F,5,897,16280000,18149,2022-04-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1551,taikoo_shing,5,12,C,6,897,13000000,14493,2025-04-25,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1552,taikoo_shing,5,12,E,8,922,18380000,19935,2019-10-31,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1553,taikoo_shing,5,12,F,8,897,15280000,17035,2026-06-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1554,taikoo_shing,5,12,E,9,922,16900000,18330,2019-11-25,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1555,taikoo_shing,5,12,C,10,897,12480000,13913,2025-01-24,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1556,taikoo_shing,5,12,E,10,922,13200000,14317,2025-03-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1557,taikoo_shing,5,12,C,12,897,18500000,20624,2018-06-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1558,taikoo_shing,5,12,D,12,922,14000000,15184,2025-10-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1559,taikoo_shing,5,12,C,16,897,13380000,14916,2024-09-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1560,taikoo_shing,5,12,D,18,922,18600000,20174,2020-07-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1561,taikoo_shing,5,12,F,19,897,12980000,14470,2024-10-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1562,taikoo_shing,5,12,D,20,922,13800000,14967,2023-10-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1563,taikoo_shing,5,12,E,20,922,18000000,19523,2022-01-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1564,taikoo_shing,5,12,D,21,922,16800000,18221,2026-07-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1565,taikoo_shing,5,12,F,21,897,14800000,16499,2023-11-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1566,taikoo_shing,5,12,E,25,922,18050000,19577,2022-10-24,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1567,taikoo_shing,5,12,E,26,922,14700000,15944,2025-08-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1568,taikoo_shing,5,12,F,26,897,1000000,1115,2024-03-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-12,
1569,taikoo_shing,5,13,C,3,897,16980000,18930,2019-04-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1570,taikoo_shing,5,13,D,3,922,15500000,16811,2021-12-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1571,taikoo_shing,5,13,D,5,922,15500000,16811,2026-09-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1572,taikoo_shing,5,13,F,7,897,14500000,16165,2026-06-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1573,taikoo_shing,5,13,D,8,922,13650000,14805,2022-12-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1574,taikoo_shing,5,13,E,10,922,14550000,15781,2018-03-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1575,taikoo_shing,5,13,F,11,897,16600000,18506,2020-02-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1576,taikoo_shing,5,13,F,15,897,17150000,19119,2018-07-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1577,taikoo_shing,5,13,D,16,922,17900000,19414,2020-02-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1578,taikoo_shing,5,13,F,18,897,16000000,17837,2020-06-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1579,taikoo_shing,5,13,C,21,897,15000000,16722,2022-09-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1580,taikoo_shing,5,13,F,24,897,9380000,10457,2024-06-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1581,taikoo_shing,5,13,F,26,897,15280000,17035,2020-12-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1582,taikoo_shing,5,13,C,27,897,16150000,18004,2022-09-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1583,taikoo_shing,5,13,E,27,922,16800000,18221,2019-04-24,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1584,taikoo_shing,5,13,D,28,922,18500000,20065,2019-10-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1585,taikoo_shing,5,13,E,28,922,17000000,18438,2021-01-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-5/blockno-13,
1586,taikoo_shing,6,2,B,3,689,8300000,12046,2024-01-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1587,taikoo_shing,6,2,H,3,582,8200000,14089,2026-04-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1588,taikoo_shing,6,2,B,4,689,12500000,18142,2020-05-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1589,taikoo_shing,6,2,C,4,689,11200000,16255,2022-03-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1590,taikoo_shing,6,2,D,4,582,9000000,15464,2023-03-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1591,taikoo_shing,6,2,E,4,582,8265000,14201,2023-01-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1592,taikoo_shing,6,2,G,4,536,10500000,19590,2019-05-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1593,taikoo_shing,6,2,A,5,582,8600000,14777,2026-04-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1594,taikoo_shing,6,2,C,5,689,8180000,11872,2025-07-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1595,taikoo_shing,6,2,G,5,536,7428000,13858,2022-12-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1596,taikoo_shing,6,2,H,5,582,10280000,17663,2021-03-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1597,taikoo_shing,6,2,D,6,582,8900000,15292,2026-06-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1598,taikoo_shing,6,2,E,6,582,10880000,18694,2021-03-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1599,taikoo_shing,6,2,F,6,536,7680000,14328,2024-07-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1600,taikoo_shing,6,2,G,6,536,11086000,20682,2018-07-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1601,taikoo_shing,6,2,H,6,582,10400000,17869,2020-03-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1602,taikoo_shing,6,2,C,7,689,11680000,16952,2021-02-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1603,taikoo_shing,6,2,B,8,689,12700000,18433,2019-11-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1604,taikoo_shing,6,2,F,8,536,7000000,13060,2026-04-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1605,taikoo_shing,6,2,G,8,536,9550000,17817,2022-09-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1606,taikoo_shing,6,2,H,8,582,8780000,15086,2022-12-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1607,taikoo_shing,6,2,C,9,689,11700000,16981,2018-03-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1608,taikoo_shing,6,2,D,9,582,7730000,13282,2025-09-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1609,taikoo_shing,6,2,E,9,582,8780000,15086,2023-01-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1610,taikoo_shing,6,2,G,9,536,10250000,19123,2019-02-25,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1611,taikoo_shing,6,2,A,10,582,12200000,20962,2020-06-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1612,taikoo_shing,6,2,E,10,582,6000000,10309,2025-07-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1613,taikoo_shing,6,2,D,11,582,7600000,13058,2025-07-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1614,taikoo_shing,6,2,G,11,536,9700000,18097,2018-07-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1615,taikoo_shing,6,2,H,11,582,3500000,6014,2018-05-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1616,taikoo_shing,6,2,G,12,536,10500000,19590,2019-08-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1617,taikoo_shing,6,2,B,14,689,14500000,21045,2021-08-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1618,taikoo_shing,6,2,G,14,536,10000000,18657,2022-01-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1619,taikoo_shing,6,2,H,14,582,9880000,16976,2023-05-25,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1620,taikoo_shing,6,2,E,16,582,1830000,3144,2022-06-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1621,taikoo_shing,6,2,C,18,689,12800000,18578,2018-04-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1622,taikoo_shing,6,2,E,18,582,9150000,15722,2023-02-06,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1623,taikoo_shing,6,2,B,19,689,12610000,18302,2023-01-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1624,taikoo_shing,6,2,D,20,582,7100000,12199,2024-02-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1625,taikoo_shing,6,2,F,20,536,8580000,16007,2023-02-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1626,taikoo_shing,6,2,H,20,582,10700000,18385,2020-11-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1627,taikoo_shing,6,2,C,21,689,11800000,17126,2022-06-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1628,taikoo_shing,6,2,G,21,536,10600000,19776,2020-09-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1629,taikoo_shing,6,2,E,22,582,11000000,18900,2018-01-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1630,taikoo_shing,6,2,F,22,536,10000000,18657,2020-08-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1631,taikoo_shing,6,2,H,22,582,2400000,4124,2021-04-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1632,taikoo_shing,6,2,B,23,689,11000000,15965,2023-10-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1633,taikoo_shing,6,2,E,23,582,7780000,13368,2025-05-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1634,taikoo_shing,6,2,B,24,689,9800000,14224,2024-01-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1635,taikoo_shing,6,2,D,24,582,11300000,19416,2022-02-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1636,taikoo_shing,6,2,G,24,536,10750000,20056,2021-06-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1637,taikoo_shing,6,2,H,24,582,12500000,21478,2019-11-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1638,taikoo_shing,6,2,B,25,689,14280000,20726,2019-11-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1639,taikoo_shing,6,2,C,25,689,12900000,18723,2018-02-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1640,taikoo_shing,6,2,F,25,536,8780000,16381,2026-04-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1641,taikoo_shing,6,2,G,25,536,10750000,20056,2021-11-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1642,taikoo_shing,6,2,F,26,536,9480000,17687,2022-08-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1643,taikoo_shing,6,2,C,28,689,15200000,22061,2018-05-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1644,taikoo_shing,6,2,H,28,582,11200000,19244,2023-02-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-2,
1645,taikoo_shing,6,6,B,6,685,11000000,16058,2022-07-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1646,taikoo_shing,6,6,C,6,685,10300000,15036,2018-09-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1647,taikoo_shing,6,6,E,6,689,10388000,15077,2018-04-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1648,taikoo_shing,6,6,F,6,685,7000000,10219,2024-09-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1649,taikoo_shing,6,6,H,6,593,10000000,16863,2021-08-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1650,taikoo_shing,6,6,D,7,689,10000000,14514,2020-03-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1651,taikoo_shing,6,6,H,7,593,7000000,11804,2025-09-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1652,taikoo_shing,6,6,E,8,689,8740000,12685,2026-02-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1653,taikoo_shing,6,6,H,9,593,10100000,17032,2020-12-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1654,taikoo_shing,6,6,C,10,685,11500000,16788,2022-04-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1655,taikoo_shing,6,6,D,10,689,8280000,12017,2025-04-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1656,taikoo_shing,6,6,E,10,689,13000000,18868,2021-07-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1657,taikoo_shing,6,6,F,10,685,11100000,16204,2019-03-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1658,taikoo_shing,6,6,H,10,593,10300000,17369,2019-10-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1659,taikoo_shing,6,6,A,11,593,7000000,11804,2024-03-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1660,taikoo_shing,6,6,E,11,689,11330000,16444,2020-01-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1661,taikoo_shing,6,6,F,12,685,7960000,11620,2025-08-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1662,taikoo_shing,6,6,G,12,685,10500000,15328,2023-06-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1663,taikoo_shing,6,6,H,12,593,10000000,16863,2019-11-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1664,taikoo_shing,6,6,F,14,685,1500000,2190,2018-08-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1665,taikoo_shing,6,6,A,15,593,7950000,13406,2025-08-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1666,taikoo_shing,6,6,B,15,685,11800000,17226,2021-02-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1667,taikoo_shing,6,6,E,15,689,9900000,14369,2022-11-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1668,taikoo_shing,6,6,F,15,685,10000000,14599,2021-02-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1669,taikoo_shing,6,6,H,15,593,10000000,16863,2020-02-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1670,taikoo_shing,6,6,C,16,685,8200000,11971,2024-08-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1671,taikoo_shing,6,6,G,16,685,9200000,13431,2025-08-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1672,taikoo_shing,6,6,B,17,685,12350000,18029,2020-05-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1673,taikoo_shing,6,6,C,18,685,4340000,6336,2021-11-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1674,taikoo_shing,6,6,G,18,685,11550000,16861,2023-07-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1675,taikoo_shing,6,6,H,18,593,10590000,17858,2022-02-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1676,taikoo_shing,6,6,B,19,685,12600000,18394,2021-07-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1677,taikoo_shing,6,6,D,19,689,10500000,15239,2026-07-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1678,taikoo_shing,6,6,F,20,685,12200000,17810,2021-03-12,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1679,taikoo_shing,6,6,G,20,685,8800000,12847,2024-02-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1680,taikoo_shing,6,6,A,21,593,11190000,18870,2021-04-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1681,taikoo_shing,6,6,F,21,685,12080000,17635,2022-09-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1682,taikoo_shing,6,6,E,22,689,10300000,14949,2023-12-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1683,taikoo_shing,6,6,E,23,689,13000000,18868,2018-02-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1684,taikoo_shing,6,6,G,23,685,12300000,17956,2021-04-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1685,taikoo_shing,6,6,A,24,593,10530000,17757,2020-05-18,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1686,taikoo_shing,6,6,G,25,685,12500000,18248,2020-06-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1687,taikoo_shing,6,6,F,26,685,14200000,20730,2019-08-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1688,taikoo_shing,6,6,B,27,685,9800000,14307,2023-01-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1689,taikoo_shing,6,6,D,27,689,10900000,15820,2026-01-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-6/blockno-6,
1690,taikoo_shing,7,4,C,1,484,6650000,13740,2021-12-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1691,taikoo_shing,7,4,A,2,583,9200000,15780,2021-07-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1692,taikoo_shing,7,4,A,3,583,8000000,13722,2026-01-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1693,taikoo_shing,7,4,B,3,484,5000000,10331,2024-08-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1694,taikoo_shing,7,4,C,3,504,8000000,15873,2022-02-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1695,taikoo_shing,7,4,A,4,583,6460000,11081,2024-11-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1696,taikoo_shing,7,4,A,5,583,7200000,12350,2026-01-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1697,taikoo_shing,7,4,H,5,583,6400000,10978,2024-03-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1698,taikoo_shing,7,4,B,6,489,8630000,17648,2021-11-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1699,taikoo_shing,7,4,G,6,545,7400000,13578,2023-02-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1700,taikoo_shing,7,4,A,7,583,9250000,15866,2022-05-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1701,taikoo_shing,7,4,E,7,583,8400000,14408,2022-10-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1702,taikoo_shing,7,4,H,7,583,6230000,10686,2025-03-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1703,taikoo_shing,7,4,D,8,583,10000000,17153,2020-01-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1704,taikoo_shing,7,4,G,8,545,9300000,17064,2021-05-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1705,taikoo_shing,7,4,B,9,489,8400000,17178,2019-06-06,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1706,taikoo_shing,7,4,H,9,583,8550000,14666,2022-03-01,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1707,taikoo_shing,7,4,C,10,489,9180000,18773,2021-09-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1708,taikoo_shing,7,4,F,10,545,9130000,16752,2021-01-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1709,taikoo_shing,7,4,G,10,545,9328000,17116,2020-02-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1710,taikoo_shing,7,4,F,11,545,9020000,16550,2020-01-17,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1711,taikoo_shing,7,4,B,13,489,7800000,15951,2018-02-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1712,taikoo_shing,7,4,E,13,583,9680000,16604,2021-02-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1713,taikoo_shing,7,4,H,13,583,9200000,15780,2022-03-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1714,taikoo_shing,7,4,C,14,489,8400000,17178,2018-05-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1715,taikoo_shing,7,4,D,14,583,9900000,16981,2020-10-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1716,taikoo_shing,7,4,H,14,583,7000000,12007,2024-05-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1717,taikoo_shing,7,4,H,15,583,6800000,11664,2025-07-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1718,taikoo_shing,7,4,B,17,489,7160000,14642,2023-01-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1719,taikoo_shing,7,4,C,17,489,6000000,12270,2025-08-25,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1720,taikoo_shing,7,4,B,19,489,8680000,17751,2022-01-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
1721,taikoo_shing,7,4,C,19,489,8300000,16973,2021-12-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-7/blockno-4,
